Sample: SubjectID_submitter,Sample: SampleID_submitter,Sample: Organism,Sample: Biosample_type,Sample: Biosample,Protocol: Material_type,Protocol: Assay,Protocol: Platform,Sample: Life_stage,Protocol: Experiment_description_brief,Protocol: Run_type,Protocol: Library_info_brief,Protocol: Read_length
8578_100,8578_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8598_100,8598_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8556_100,8556_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8563_100,8563_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7269_1,7269_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7276_1,7276_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7285_1,7285_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8577_100,8577_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7300_1,7300_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8547_100,8547_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8568_100,8568_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7275_1,7275_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7284_1,7284_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7294_1,7294_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8585_100,8585_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8611_100,8611_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7307_1,7307_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8595_100,8595_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8620_100,8620_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7308_1,7308_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8627_100,8627_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7309_1,7309_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7311_1,7311_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8629_100,8629_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7318_1,7318_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7319_1,7319_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7324_1,7324_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7328_1,7328_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7328_100,7328_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7326_1,7326_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8637_100,8637_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8639_100,8639_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8647_100,8647_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7320_1,7320_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8650_100,8650_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8654_100,8654_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
