Sample: Sample_ID_submitter,File: Raw_or_Processed,File: File_format,File: contents,File: File_name,File: Genome_build,File: Processed_date,Processing_steps:Pipeline_info,Processing_steps:Annotation_info,Processing_steps:Normalization_info,Processing_steps: Genotype level (xQTL),Processing_steps: Genotype level imputation (xQTL),Processing_steps: Genotype level QC (WGS/WES),File: md5sum,File: Transferred_date,File: File_size
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 42,Exc.log2cpm.cov_pca.resid.PEER.cov.21.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",f1354ecf4f17f979713f47947eea5789,11/7/2022, 56M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 43,Exc.log2cpm.cov_pca.resid.PEER.cov.22.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",8f3dd6561281bb06077b2fa5678f77e9,11/7/2022,123M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 1,Inh.log2cpm.cov_pca.resid.PEER.cov.1.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",12825bfaf8d8c909cd9c6902ffd16a31,11/7/2022,442M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 2,Inh.log2cpm.cov_pca.resid.PEER.cov.2.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",cc937fc2287491439cca3a01fd898837,11/7/2022,335M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 3,Inh.log2cpm.cov_pca.resid.PEER.cov.3.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",b38ea86269018987200c5f5cbf443310,11/7/2022,289M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 4,Inh.log2cpm.cov_pca.resid.PEER.cov.4.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",b1277be3e52e1eaac0235a0b6dbbd001,11/7/2022,204M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 5,Inh.log2cpm.cov_pca.resid.PEER.cov.5.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",1ca4396973739c8c79b0269bd53fd34f,11/7/2022,239M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 6,Inh.log2cpm.cov_pca.resid.PEER.cov.6.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",4c8b9e7eecee8243cf97b7a2cd5a755c,11/7/2022,292M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 7,Inh.log2cpm.cov_pca.resid.PEER.cov.7.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",658e722874724b6cb4342e052dbfe5b1,11/7/2022,247M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 8,Inh.log2cpm.cov_pca.resid.PEER.cov.8.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",5e7730fac89541cb0640879c7726d3cc,11/7/2022,189M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 9,Inh.log2cpm.cov_pca.resid.PEER.cov.9.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",ebfbbe9a7da42c6be47b9bf47a9e48e9,11/7/2022,208M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 10,Inh.log2cpm.cov_pca.resid.PEER.cov.10.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",d661cd2877fb43789b9fe9cf7250f63a,11/7/2022,204M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 11,Inh.log2cpm.cov_pca.resid.PEER.cov.11.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",dc018fd101f784d194adc7133a6f7ee5,11/7/2022,244M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 12,Inh.log2cpm.cov_pca.resid.PEER.cov.12.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",4f7c8ddad3787c96df7a8beede06604d,11/7/2022,265M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 13,Inh.log2cpm.cov_pca.resid.PEER.cov.13.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",8d080b1b1386bc1dad02119634405eab,11/7/2022,102M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 14,Inh.log2cpm.cov_pca.resid.PEER.cov.14.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",1e3b38f0a14a28b74e2d8b3804f39b8f,11/7/2022,174M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 15,Inh.log2cpm.cov_pca.resid.PEER.cov.15.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",4566e3e1785b8ba3be8294a46183b49a,11/7/2022,156M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 16,Inh.log2cpm.cov_pca.resid.PEER.cov.16.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",fb16dec3fb38e856eafe1ac166bc30a3,11/7/2022,213M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 17,Inh.log2cpm.cov_pca.resid.PEER.cov.17.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",0bc2d971a3052afb1a5a7ccab813dc21,11/7/2022,275M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 18,Inh.log2cpm.cov_pca.resid.PEER.cov.18.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",e787006c9ed5f0c46e5943fc538a03ce,11/7/2022, 78M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 19,Inh.log2cpm.cov_pca.resid.PEER.cov.19.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",c0d3dc3c0c1cbcf3bc04d2e122ed2356,11/7/2022,373M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 20,Inh.log2cpm.cov_pca.resid.PEER.cov.20.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",e8e838cf759036698a84bf54da7438f5,11/7/2022,127M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 21,Inh.log2cpm.cov_pca.resid.PEER.cov.21.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",fba56e0c9446d88fd5e6dc2bdd6b7a30,11/7/2022, 58M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Inhibitory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 22,Inh.log2cpm.cov_pca.resid.PEER.cov.22.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",b715604b5cedc7f96f36bcafaf02af25,11/7/2022,121M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 1,Mic.log2cpm.cov_pca.resid.PEER.cov.1.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",4ef08f57891151ddba6e709a605da4e7,11/7/2022,245M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 2,Mic.log2cpm.cov_pca.resid.PEER.cov.2.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",5ec38af755c74d8120bbd924379b4f74,11/7/2022,201M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 3,Mic.log2cpm.cov_pca.resid.PEER.cov.3.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",2e4e1a909aa36605f5e832c5ff5ae3ca,11/7/2022,168M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 4,Mic.log2cpm.cov_pca.resid.PEER.cov.4.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",9ca7f9984ea531beba8bb3b79e4338c8,11/7/2022,122M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 5,Mic.log2cpm.cov_pca.resid.PEER.cov.5.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",cfbaa9209415768da98c469aab41af3b,11/7/2022,139M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 6,Mic.log2cpm.cov_pca.resid.PEER.cov.6.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",295367ed4cefd4ae4bcdad70c9b1caa6,11/7/2022,171M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 7,Mic.log2cpm.cov_pca.resid.PEER.cov.7.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",7f9199a3106341d5cad228c189bd83dc,11/7/2022,141M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 8,Mic.log2cpm.cov_pca.resid.PEER.cov.8.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",7d988032be817e9ddc13dafa8737920b,11/7/2022,104M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 9,Mic.log2cpm.cov_pca.resid.PEER.cov.9.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",f00b1138ede6626f2b69bcaca9a8a245,11/7/2022,123M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 10,Mic.log2cpm.cov_pca.resid.PEER.cov.10.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",d561fb5f3893f727d23ae21ef7bc3e5f,11/7/2022,126M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 11,Mic.log2cpm.cov_pca.resid.PEER.cov.11.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",9adbc6d3b58e7578f0be084a3654546d,11/7/2022,135M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 12,Mic.log2cpm.cov_pca.resid.PEER.cov.12.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",78608876c5199c0e523253969582fd51,11/7/2022,158M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 13,Mic.log2cpm.cov_pca.resid.PEER.cov.13.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",97bfffe04bdd943b35a610d6fca8d38b,11/7/2022, 63M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 14,Mic.log2cpm.cov_pca.resid.PEER.cov.14.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",e959321e7194ccc2157274fbb3fdfd11,11/7/2022,104M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 15,Mic.log2cpm.cov_pca.resid.PEER.cov.15.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",6692ab0067df5c59edaee5c7e187f16f,11/7/2022, 88M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 16,Mic.log2cpm.cov_pca.resid.PEER.cov.16.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",cd6f19d5abd838321ca7046dec99e9e4,11/7/2022,113M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 17,Mic.log2cpm.cov_pca.resid.PEER.cov.17.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",65e5607638170e4bac58dfcba3b83d2b,11/7/2022,151M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 18,Mic.log2cpm.cov_pca.resid.PEER.cov.18.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",51a7e6e6493a3320ce0c78d1d4b8a28c,11/7/2022, 47M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Microglia  variants level nominal cis-eQTL Summary Statistics for Chromosome 19,Mic.log2cpm.cov_pca.resid.PEER.cov.19.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",cf97cd3b5089a167ce67332ef4d2f928,11/7/2022,169M
