CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,PATHWAY_STATUS,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,SHORT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PLANT_CYC,PUBCHEM,PLATFORM
100002028,209,37211,144263,Lipid,Androgenic Steroids,3359,,NAMED,,O[C@H]1CCC2C3CCC4=C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,"androstenediol (3beta,17beta) monosulfate (1)","androstenediol (3beta,17beta) monosulfate (1)",521-17-5,,HMDB0240429,,,"129670631,13847309",LC/MS Neg
100002029,209,37210,144261,Lipid,Androgenic Steroids,3360,,NAMED,,O[C@H]1CC[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C1,"androstenediol (3beta,17beta) monosulfate (2)","androstenediol (3beta,17beta) monosulfate (2)",,,"HMDB0240429,HMDB0186954",,,,LC/MS Neg
100002035,209,37480,212653,Lipid,Progestin Steroids,3269,,NAMED,,C[C@@]12C(CCC2C(C)=O)C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC1,"5alpha-pregnan-3beta-ol,20-one sulfate","5alpha-pregnan-3beta-ol,20-one sulfate",7730-00-9,,,,,,LC/MS Neg
100002067,209,32619,149838,Lipid,Pregnenolone Steroids,3258,,NAMED,,CC(C1CCC2C3CCC4CC(OS(O)(=O)=O)CCC4(C3CCC12C)C)=O,pregnenediol sulfate (C21H34O5S)*,pregnenediol sulfate (C21H34O5S)*,1247-64-9,13465233,HMDB0000774,C18044,,105074,LC/MS Neg
100002070,209,37253,143775,Lipid,"Fatty Acid, Dicarboxylate",1663,,NAMED,HWXBTNAVRSUOJR-UHFFFAOYAI,O=C(O)CCC(O)C(O)=O,2-hydroxyglutarate,2-hydroxyglutarate,40951-21-1,42,HMDB0059655,C02630,CPD-381,43,LC/MS Neg
100002094,209,44876,127733,Cofactors and Vitamins,Tocopherol Metabolism,4365,,NAMED,VMJQLPNCUPGMNQ-UHFFFAOYAS,OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1,gamma-CEHC,gamma-CEHC,178167-75-4,117455,HMDB0001931,,,133098,LC/MS Neg
100002102,305,37432,147835,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4239,,NAMED,LJLLAWRMBZNPMO-UHFFFAOYAA,CC(NCCC(O)=O)=O,N-acetyl-beta-alanine,N-acetyl-beta-alanine,3025-95-4,68881,HMDB0061880,C01073,,76406,LC/MS Polar
100002103,400,62100,218945,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",447,,NAMED,OLVVOVIFTBSBBH-UHFFFAOYAD,OC1C(O)C(O)C(CSC)O1,5-methylthioribose**,5-methylthioribose,23656-67-9,480,HMDB0001087,,,6419710,LC/MS Pos Early
100002106,402,37529,164200,Lipid,Sphingomyelins,3119,,NAMED,NBEADXWAAWCCDG-QDDWGVBQBP,O=C(CCCCCCC/C=C\CCCCCCCC)N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H],"sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)",108392-10-5,4947837,HMDB0012101,,,6443882,LC/MS Pos Late
100002107,402,37506,164195,Lipid,Sphingomyelins,3103,,NAMED,RWKUXQNLWDTSLO-GWQJGLRPBP,CCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,palmitoyl sphingomyelin (d18:1/16:0),palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,8115562,HMDB0010169,,,9939941,LC/MS Pos Late
100002113,400,37443,156369,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",468,,NAMED,ADVPTQAUNPRNPO-UHFFFAOYAU,O=C(C(CS(O)=O)N)O,cysteine sulfinic acid,cysteine sulfinic acid,207121-48-0,107,HMDB0000996,C00606,3-SULFINOALANINE,109,LC/MS Pos Early
100002122,209,39600,141918,Xenobiotics,Benzoate Metabolism,4465,,NAMED,XDOFWFNMYJRHEW-UHFFFAOYAF,O=C(C1=CC=CC(O)=C1)NCC(O)=O,3-hydroxyhippurate,3-hydroxyhippurate,1637-75-8,396603,HMDB0006116,,,450268,LC/MS Neg
100002126,209,38168,143871,Lipid,Androgenic Steroids,3338,,NAMED,,O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,16a-hydroxy DHEA 3-sulfate,16a-hydroxy DHEA 3-sulfate,,,HMDB0062544,,,20848950,LC/MS Neg
100002128,209,37482,151073,Lipid,Pregnenolone Steroids,3246,,NAMED,OMOKWYAQVYBHMG-QUPIPBJSBX,O=[C@@](C)[C@@]1(O)CC[C@@]2([H])[C@]3([H])CC=C4CC(OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,17alpha-hydroxypregnenolone 3-sulfate,17alpha-hydroxypregnenolone 3-sulfate,28901-70-4,134824,HMDB00416,,,152971,LC/MS Neg
100002129,209,38170,127723,Lipid,Pregnenolone Steroids,3242,,NAMED,DIJBBUIOWGGQOP-QGVNFLHTBX,C[C@]12CC[C@H](OS(=O)(O)=O)CC1=CC[C@@]3([H])[C@]4([H])CC[C@H]([C@](C)=O)[C@](C)4CC[C@]23[H],pregnenolone sulfate,pregnenolone sulfate,1247-64-9,94802,HMDB0000774,C18044,,105074,LC/MS Neg
100002137,209,37372,143751,Lipid,Eicosanoid,2135,,NAMED,KGIJOOYOSFUGPC-XTDASVJIBK,OC(CCCC(O)/C=C/C=C\C/C=C\C/C=C\CCCCC)=O,5-HETE,5-HETE,73307-52-5,8038582,HMDB0011134,C04805,,5280733,LC/MS Neg
100002152,209,32827,149822,Lipid,Androgenic Steroids,3392,,NAMED,,CC12CCC(O)CC1=CCC3C2CCC4(C)C3CC(OS(=O)(O)=O)C4=O,andro steroid monosulfate C19H28O6S (1)*,andro steroid monosulfate C19H28O6S (1)*,,,HMDB0002759,,,159663,LC/MS Neg
100002154,400,37459,156384,Xenobiotics,Food Component/Plant,4890,,NAMED,SSISHJJTAXXQAX-UHFFFAOYAO,S=C1NC(CC(C([O-])=O)[N+](C)(C)C)=CN1,ergothioneine,ergothioneine,58511-63-0,2297320,HMDB0003045,C05570,,5351619,LC/MS Pos Early
100002155,209,37468,127689,Xenobiotics,Drug - Antibiotic,5465,,NAMED,JGSARLDLIJGVTE-UHFFFAOYAJ,CC1(C)C(C(O)=O)N2C(C(NC(CC3=CC=CC=C3)=O)C2=O)S1,penicillin G,penicillin G,69-57-8,2259,HMDB0015186,C05551,,5904,LC/MS Neg
100002167,209,37536,143754,Lipid,Eicosanoid,2141,,NAMED,ZNHVWPKMFKADKW-VXBMJZGYBY,OC(CCC/C=C\C\C=C/C=C/C(C/C=C\CCCCC)O)=O,12-HETE,12-HETE,"73837-14-6,71030-37-0",21509475,HMDB0006111,C14777,,5283155,LC/MS Neg
100002180,209,46896,148134,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1230,,NAMED,,[H]C1(C([H])(C([H])(OC1(COP(O)(O)=O)O)COP(O)(O)=O)O)O,"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",Isobar: hexose diphosphates,,,"HMDB0001058,HMDB0003514","C01231,C00354,C05378",,"3934,124383956,10404962,718,4453,90658350,445557,82400",LC/MS Neg
100002196,209,37752,145686,Lipid,"Fatty Acid, Monohydroxy",2014,,NAMED,,OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O,13-HODE + 9-HODE,13-HODE + 9-HODE,,,"HMDB0004670,HMDB0004667","C14767,C14762",,"5312830,5282945,1424,5282947,5282944",LC/MS Neg
100002204,209,43256,149802,Amino Acid,Histidine Metabolism,75,,NAMED,FKTXRTPBUWLETL-UHFFFAOYAZ,O=C(O)C(NC(C)=O)CC1=CN=CN1C,N-acetyl-3-methylhistidine*,N-acetyl-3-methylhistidine*,37841-04-6,19993498,,,,193270,LC/MS Neg
100002227,402,38125,164218,Lipid,Sterol,3218,,NAMED,NYOXRYYXRWJDKP-UHFFFAOYAV,CC12C(CCC3C2CCC4(C)C3CCC4C(CCCC(C)C)C)=CC(CC1)=O,4-cholesten-3-one,4-cholesten-3-one,601-57-0,427,HMDB0000921,C00599,,91477,LC/MS Pos Late
100002253,209,38637,141886,Xenobiotics,Food Component/Plant,4850,,NAMED,YAADMLWHGMUGQL-VOTSOKGWBK,O=C(NCC(O)=O)/C=C/C1=CC=CC=C1,cinnamoylglycine,cinnamoylglycine,16534-24-0,618829,HMDB0011621,,,709625,LC/MS Neg
100002254,402,38625,159084,Lipid,Endocannabinoid,2163,,NAMED,OTGQIQQTPXJQRG-UHFFFAOYAF,OCCNC(CCCCCCCCCCCCCCCCC)=O,stearoyl ethanolamide,stearoyl ethanolamide,111-57-9,25958,HMDB0013078,,,27902,LC/MS Pos Late
100002259,402,38178,159020,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1880,,NAMED,,O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C,cis-4-decenoylcarnitine (C10:1),cis-4-decenoylcarnitine (C10:1),98930-66-6,28639171,HMDB0013205,,,57357170,LC/MS Pos Late
100002284,305,62950,220825,Lipid,"Fatty Acid, Dihydroxy",2033,,NAMED,LOUGYXZSURQALL-GBXIJSLDBN,C[C@@H](O)[C@H](O)C(O)=O,"2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",5057-93-2,9139682,HMDB0002453,,,10964471,LC/MS Polar
100002285,305,62951,220826,Lipid,"Fatty Acid, Dihydroxy",2036,,NAMED,UFYGCFHQAXXBCF-UHFFFAOYAA,OCCC(O)C(O)=O,"2,4-dihydroxybutyrate","2,4-dihydroxybutyrate",1518-62-3,167259,HMDB0000360,,,192742,LC/MS Polar
100002321,402,37020,158828,Xenobiotics,Drug - Neurological,5820,,NAMED,ZRWWEEVEIOGMMT-UHFFFAOYAD,O=C(N1C2=C(C3C(O3)C4=CC=CC=C14)C=CC=C2)N,"carbamazepine 10,11-epoxide","carbamazepine 10,11-epoxide",36507-30-9,2458,HMDB0060658,C07496,,2555,LC/MS Pos Late
100002356,209,38296,141846,Lipid,"Fatty Acid, Branched",1648,,NAMED,YETXGSGCWODRAA-UHFFFAOYAR,OC(CCCCCCCCCCCCCCCC(C)C)=O,(16 or 17)-methylstearate (a19:0 or i19:0),(16 or 17)-methylstearate (a19:0 or i19:0),2724-59-6,2340933,HMDB0037397,,,3083779,LC/MS Neg
100002367,305,63109,221751,Lipid,"Fatty Acid, Dihydroxy",2034,,NAMED,LOUGYXZSURQALL-PWNYCUMCBK,OC([C@H](O)[C@H](O)C)=O,"2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",759-06-8,17215960,HMDB0000498,,,13120901,LC/MS Polar
100002376,400,38314,156499,Xenobiotics,Chemical,6147,,NAMED,SNPLKNRPJHDVJA-UHFFFAOYAQ,OCC(C)(C)C(O)C(NCCCO)=O,dexpanthenol,dexpanthenol,16485-10-2,4516,HMDB0004231,D03726,,4678,LC/MS Pos Early
100002405,400,38306,156492,Xenobiotics,Drug - Metabolic,5751,,NAMED,XZWYZXLIPXDOLR-UHFFFAOYAB,N=C(N(C)C)NC(N)=N,metformin,metformin,1115-70-4,3949,HMDB0001921,C07151,,4091,LC/MS Pos Early
100002406,209,38366,141868,Xenobiotics,"Drug - Analgesics, Anesthetics",5396,,NAMED,ABOLXXZAJIAUGR-JPMMFUSZBB,CC(C)CC1=CC=C(C(C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H]([C@](O)=O)O2)=O)C)C=C1,ibuprofen acyl glucuronide,ibuprofen acyl glucuronide,115075-59-7,143793,HMDB0010343,,,163959,LC/MS Neg
100002417,305,38276,152194,Xenobiotics,Food Component/Plant,4769,,NAMED,JTEYKUFKXGDTEU-UHFFFAOYAT,OC(C(O)C(C)(O)C)=O,"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",1756-18-9,657,HMDB0012141,C04039,DIOH-ISOVALERATE,677,LC/MS Polar
100002458,305,57747,213342,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",367,,NAMED,WKRBKYFIJPGYQC-DUXPYHPUBK,OC(C/C(C)=C/C(O)=O)=O,3-methylglutaconate,3-methylglutaconate,5746-90-7,1267861,HMDB0000522,,,1551553,LC/MS Polar
100002462,400,43582,208402,Amino Acid,Lysine Metabolism,120,,NAMED,,O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN,5-(galactosylhydroxy)-L-lysine,5-(galactosylhydroxy)-L-lysine,32448-36-5,,,,,66995551,LC/MS Pos Early
100002466,400,62103,218949,Amino Acid,Glutathione Metabolism,577,,NAMED,ZHRLECIZINSPKL-AKGZTFGVBW,OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O,cysteinylglycine disulfide*,cysteinylglycine disulfide*,70555-24-7,17215992,HMDB0000709,,,22833544,LC/MS Pos Early
100002488,209,57577,212130,Lipid,Secondary Bile Acid Metabolism,3507,,NAMED,RUDATBOHQWOJDD-DNMBCGTGBA,O=C(O)CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,isoursodeoxycholate,isoursodeoxycholate,78919-26-3,113205,HMDB0000686,C17662,,127601,LC/MS Neg
100002489,305,41726,147004,Xenobiotics,Drug - Metabolic,5799,,NAMED,HXNFUBHNUDHIGC-UHFFFAOYAQ,O=C(N1)NC2=C(C=NN2)C1=O,oxypurinol,oxypurinol,2465-59-0,4483,HMDB0000786,D02365,,135398752,LC/MS Polar
100002500,400,43493,157017,Amino Acid,Histidine Metabolism,81,,NAMED,NRXIKWMTVXPVEF-BYPYZUCNBD,OC([C@@H](NC=N)CCC(O)=O)=O,formiminoglutamate,formiminoglutamate,816-90-0,388370,HMDB0000854,C00439,,439233,LC/MS Pos Early
100002514,305,40473,152212,Amino Acid,Histidine Metabolism,77,,NAMED,VWFWNXQAMGDPGG-UHFFFAOYAX,O=C1NC(C(CCC(O)=O)N1)=O,hydantoin-5-propionate,hydantoin-5-propionate,5624-26-0,761,HMDB0001212,C05565,,782,LC/MS Polar
100002528,209,46960,148213,Xenobiotics,Chemical,6083,,NAMED,QAOWNCQODCNURD-UHFFFAOYAC,OS(O)(=O)=O,sulfate*,sulfate*,14808-79-8,1086,HMDB01448,C00059,,5152822,LC/MS Neg
100002619,305,53237,179411,Carbohydrate,Pentose Metabolism,1287,,NAMED,HSNZZMHEPUFJNZ-SHUUEZRQBR,OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O,sedoheptulose,sedoheptulose,3019-74-7,4573620,HMDB0003219,C02076,,5459879,LC/MS Polar
100002668,400,38749,156573,Xenobiotics,Drug - Other,5969,,NAMED,LCQLHJZYVOQKHU-VKHMYHEABA,OC([C@H](CCC(O)=O)NC(N)=O)=O,N-carbamoylglutamate,N-carbamoylglutamate,1188-38-1,108351,HMDB0062795,C05829,,3679006,LC/MS Pos Early
100002704,209,39786,141942,Nucleotide,"Purine Metabolism, Guanine containing",4176,,NAMED,ZDPUTNZENXVHJC-UHFFFAOYAG,NC1=NC2=C(C(N1)=O)N=CN2C3OC(C(C3O)OP(O)(O)=O)CO,guanosine 3'-monophosphate (3'-GMP),guanosine 3'-monophosphate (3'-GMP),117-68-0,3402,,,,135398727,LC/MS Neg
100002715,400,57782,213835,Xenobiotics,Tobacco Metabolite,4616,,NAMED,FXFANIORDKRCCA-UHFFFAOYAU,O=C1CCC(N1)C2=CN=CC=C2,norcotinine,norcotinine,17114-40-8,400,HMDB0001297,,,413,LC/MS Pos Early
100002717,400,38661,156555,Xenobiotics,Tobacco Metabolite,4608,,NAMED,XOKCJXZZNAUIQN-IENPIDJEBV,O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O,hydroxycotinine,hydroxycotinine,34834-67-8,8395266,HMDB0001390,,,107963,LC/MS Pos Early
100002719,400,38662,156556,Xenobiotics,Tobacco Metabolite,4609,,NAMED,CIPULDKLIIVIER-VIFPVBQEBJ,O=C1N(C)[C@H]([C@]2=C[N+]([O-])=CC=C2)CC1,cotinine N-oxide,cotinine N-oxide,36508-80-2,7991264,HMDB0001411,,,9815514,LC/MS Pos Early
100002726,400,38658,156554,Xenobiotics,Drug - Cardiovascular,5644,,NAMED,METKIMKYRPQLGS-UHFFFAOYAT,OC(COC1=CC=C(CC(N)=O)C=C1)CNC(C)C,atenolol,atenolol,29122-68-7,2162,HMDB0001924,D00235,,2249,LC/MS Pos Early
100002732,402,38669,159108,Xenobiotics,Drug - Respiratory,5933,,NAMED,ZZVUWRFHKOJYTH-UHFFFAOYAI,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,diphenhydramine,diphenhydramine,147-24-0,2989,HMDB0001927,C06960,,3100,LC/MS Pos Late
100002733,209,52442,165101,Nucleotide,"Purine Metabolism, Guanine containing",4199,,NAMED,WTIFIAZWCCBCGE-UUOKFMHZBV,O[C@H]1[C@H]([C@H](N2C(NC(N)=NC3=O)=C3N=C2)O[C@@H]1CO)OP(O)(O)=O,guanosine 2'-monophosphate (2'-GMP)*,guanosine 2'-monophosphate (2'-GMP)*,,392466,HMDB0240586,,,135460966,LC/MS Neg
100002749,400,39592,156595,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",457,,NAMED,IDIDJDIHTAOVLG-VKHMYHEABD,OC([C@H](CSC)N)=O,S-methylcysteine,S-methylcysteine,1187-84-4,22826,HMDB0002108,,S-METHYL-L-CYSTEINE,"24417,7058174,88180",LC/MS Pos Early
100002761,209,61846,218457,Lipid,Androgenic Steroids,3339,,NAMED,VFUIRAVTUVCQTF-BSOWLZGZBS,O[C@H]1[C@H](O)[C@@H]([C@](O)=O)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])CCC5=O)([H])C2)[C@@H]1O,androsterone glucuronide,androsterone glucuronide,1852-43-3,102793,HMDB0002829,C11135,,114833,LC/MS Neg
100002769,400,57461,211115,Amino Acid,Urea cycle; Arginine and Proline Metabolism,522,,NAMED,BMFMQGXDDJALKQ-BYPYZUCNBB,N=C(N)NCCC[C@H](O)C(O)=O,argininate*,argininate*,157-07-3,140984,HMDB0003148,,,160437,LC/MS Pos Early
100002773,402,39788,159190,Xenobiotics,Food Component/Plant,5052,,NAMED,JVKYZPBMZPJNAJ-OQFNDJACBI,O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6,solanidine,solanidine,80-78-4,59150,HMDB0003236,C06543,CPD-9217,65727,LC/MS Pos Late
100002784,400,55072,208196,Amino Acid,Urea cycle; Arginine and Proline Metabolism,491,,NAMED,ARBHXJXXVVHMET-UHFFFAOYAC,OC(C(CCC/N=C(N)/N)=O)=O,2-oxoarginine*,2-oxoarginine*,3715-10-4,542,HMDB0004225,C03771,,558,LC/MS Pos Early
100002796,209,62873,220667,Lipid,Medium Chain Fatty Acid,1495,,NAMED,XKZKQTCECFWKBN-SREVYHEPBE,OC(CC\C=C/CCCCC)=O,cis-4-decenoate (10:1n6)*,cis-4-decenoate (10:1n6)*,505-90-8,4471776,HMDB0004980,,,5282726,LC/MS Neg
100002804,402,39757,159176,Xenobiotics,Drug - Psychoactive,5859,,NAMED,VGKDLMBJGBXTGI-SJCJKPOMBV,ClC(C=[C@@](C=C1)[C@@H](C2=CC=CC=C32)CC[C@@H]3NC)=C1Cl,sertraline,sertraline,79559-97-0,61881,HMDB0005010,C07246,,68617,LC/MS Pos Late
100002805,209,38599,141874,Xenobiotics,"Drug - Analgesics, Anesthetics",5407,,NAMED,RZEKVGVHFLEQIL-UHFFFAOYAD,FC(F)(C1=NN(C(C=C2)=CC=C2S(=O)(N)=O)C(C3=CC=C(C)C=C3)=C1)F,celecoxib,celecoxib,169590-42-5,2562,HMDB0005014,"D00567,C07589",,2662,LC/MS Neg
100002806,400,38686,156568,Xenobiotics,Drug - Neurological,5826,,NAMED,UGJMXCAKCUNAIE-UHFFFAOYAG,NCC1(CCCCC1)CC(O)=O,gabapentin,gabapentin,60142-96-3,3328,HMDB0005015,D00332,,3446,LC/MS Pos Early
100002807,402,38623,159083,Xenobiotics,Drug - Psychoactive,5860,,NAMED,PNVNVHUZROJLTJ-UHFFFAOYAJ,COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1,venlafaxine,venlafaxine,93413-69-5,5454,HMDB0005016,C07187,,5656,LC/MS Pos Late
100002809,402,39787,159189,Xenobiotics,Drug - Psychoactive,5887,,NAMED,URKOMYMAXPYINW-UHFFFAOYAD,OCCOCCN1CCN(C2=NC3=CC=CC=C3SC4=CC=CC=C24)CC1,quetiapine,quetiapine,111974-69-7,4827,HMDB0005021,"D08456,
DG00899,C07397",,5002,LC/MS Pos Late
100002841,209,48467,154419,Lipid,Eicosanoid,2151,,NAMED,4000,CCCCCC(/C=C/C=C\C/C=C\C/C=C\CCCC(O)=O)=O,15-KETE,15-KETE,81416-72-0,4444287,HMDB0010210,C04577,,5280701,LC/MS Neg
100002849,209,39603,141920,Xenobiotics,Chemical,6090,,NAMED,IWJBVMJWSPZNJH-XWBUKDKVBJ,O[C@H]([C@H]1O)[C@@H]([C@@H]([C@](O)=O)OC1OCC)O,ethyl glucuronide,ethyl glucuronide,17685-04-0,134174,HMDB0010325,,,18392195,LC/MS Neg
100002875,402,52474,165152,Lipid,Lysoplasmalogen,2833,,NAMED,HTZINLFNXLXRBC-CQLBIITFBS,CCCCCCCCCCCCCC/C=C\OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,9093054,HMDB0010407,,,10917802,LC/MS Pos Late
100002910,400,62946,220814,Amino Acid,Histidine Metabolism,92,,NAMED,UJCGYTCAMOHYCG-UHFFFAOYAA,O=C(O)CC1=CN=CN1C,1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,4200-48-0,4954265,HMDB04988,,,6451814,LC/MS Pos Early
100002911,209,39379,143714,Lipid,Secondary Bile Acid Metabolism,3512,,NAMED,4000,[H][C@]1([C@H](C)CCC(NCC(O)=O)=O)CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,glycoursodeoxycholate,glycoursodeoxycholate,64480-66-6,19973534,HMDB0000708,,,12310288,LC/MS Neg
100002928,400,39678,156626,Xenobiotics,"Drug - Analgesics, Anesthetics",5426,,NAMED,GVGYEFKIHJTNQZ-CLRIEMFWBO,O=C(O[C@H]1CC2CCC(N2C)[C@H]1[C@@](O)=O)C3=CC=CC=C3,benzoylecgonine,benzoylecgonine,519-09-5,391300,HMDB0041836,C10847,,448223,LC/MS Pos Early
100002945,209,38768,143701,Lipid,"Fatty Acid, Branched",1642,,NAMED,,CC(CCCCCCCCCCCCCC(O)=O)C,(14 or 15)-methylpalmitate (a17:0 or i17:0),(14 or 15)-methylpalmitate (a17:0 or i17:0),,,HMDB0061859,C16995,,"8181,17903417",LC/MS Neg
100002957,209,46148,144257,Carbohydrate,Nucleotide Sugar,1391,,NAMED,,O[C@]1([H])[C@@](O)([H])[C@](COP(O)(OP(O)(O[C@H]2[C@H](NC(C)=O)[C@@H](O)[C@H](O)C(CO)O2)=O)=O)([H])O[C@]1(N(C=C3)C(NC3=O)=O)[H],UDP-N-acetylglucosamine/galactosamine,UDP-N-acetylglucosamine/galactosamine,,,"HMDB0000304,HMDB0000290","C00203,C00043",,"44576,1167",LC/MS Neg
100002968,400,39767,156636,Xenobiotics,Drug - Antibiotic,5518,,NAMED,LOUPRKONTZGTKE-WGFDLZGGBH,COC1=CC2=C(N=CC=C2[C@@H](O)C3N(CC4C=C)CCC4C3)C=C1,quinine,quinine,130-95-0,2010267,HMDB0014611,C06526,,3034034,LC/MS Pos Early
100002989,402,46798,165353,Lipid,Diacylglycerol,2926,,NAMED,BLZVZPYMHLXLHG-RQOIEFAZBI,CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],oleoyl-linoleoyl-glycerol (18:1/18:2) [1],106292-55-1,23975985,HMDB0007219,,,14275396,LC/MS Pos Late
100002990,402,46799,165354,Lipid,Diacylglycerol,2927,,NAMED,,CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,29788004,HMDB0007219,,,71433693,LC/MS Pos Late
100003000,402,39270,163991,Lipid,Lysoplasmalogen,2834,,NAMED,QYTPGOPLNFESQC-RLHAVTDZBD,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,10471193,HMDB0011152,,,,LC/MS Pos Late
100003001,402,39271,180976,Lipid,Lysoplasmalogen,2838,,NAMED,,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-GPE (P-18:0)*,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,,,,,LC/MS Pos Late
100003119,209,39732,143757,Lipid,Endocannabinoid,2172,,NAMED,KOGRJTUIKPMZEJ-KTKRTIGZBU,O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O,N-oleoyltaurine,N-oleoyltaurine,52514-04-2,4941625,,,,6437033,LC/MS Neg
100003151,402,46223,159669,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1891,,NAMED,MJLXQSQYKZWZCB-DQFWFXSYBW,[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,linoleoylcarnitine (C18:2)*,linoleoylcarnitine (C18:2)*,36816-10-1,4952667,HMDB0006469,,,6450015,LC/MS Pos Late
100003169,209,40008,141960,Peptide,Dipeptide,853,,NAMED,UCGDDTHMMVWVMV-UHFFFAOYAU,O=C(C(C(CC)C)N)NCC(O)=O,isoleucylglycine,isoleucylglycine,868-28-0,303621,HMDB0028907,,,342532,LC/MS Neg
100003185,400,40045,156684,Peptide,Dipeptide,872,,NAMED,LESXFEZIFXFIQR-UHFFFAOYAD,O=C(C(CC(C)C)N)NCC(O)=O,leucylglycine,leucylglycine,686-50-0,71402,HMDB0028929,,,79070,LC/MS Pos Early
100003210,400,39994,156660,Peptide,Dipeptide,1037,,NAMED,XCTHZFGSVQBHBW-UHFFFAOYAS,O=C(C(C(C)C)N)NC(CC(C)C)C(O)=O,valylleucine,valylleucine,22906-55-4,312586,HMDB0029131,,,352039,LC/MS Pos Early
